facilityName;streetAdress;city;state;zipCode;publicPhone
PUTNAM VALLEY LIBRARY;30 OSCAWANA;PUTNAM VALLEY;NY;10579;8455283242
PUTNAM VALLEY POST OFFICE;12 PEEKSKILL HOLLOW ROAD;PUTNAM VALLEY;NY;10579;8455280341
QUEENS VILLAGE POST OFFICE;209-20 JAMAICA AVENUE;QUEENS VILLAGE;NY;11428;7184658322
RED HOOK POST OFFICE;P. O. BOX 9998;RED HOOK;NY;12571;8457585361
REMSENBURG POST OFFICE;137 SOUTH COUNTRY ROAD;REMSENBURG;NY;11960;6313255937
RHINEBECK POST OFFICE;6383 MILL ST;RHINEBECK;NY;12572;8458769652
RIDGE POST OFFICE;1700 MIDDLE COUNTRY ROAD;RIDGE;NY;11961;6313456842
RIVERHEAD POST OFFICE;1210 WEST MAIN STREET;RIVERHEAD;NY;11901;6317271019
BEECHWOOD POST OFFICE;300 WARING RD;ROCHESTER;NY;14609;5856133210
BRIGHTON TOWN CLERK;2300 ELMWOOD AVENUE;ROCHESTER;NY;14618;5857845240
CHARLOTTE POST OFFICE;4455 LAKE AVE;ROCHESTER;NY;14612;5856631673
GREECE BRANCH POST OFFICE;3245 LATTA ROAD;ROCHESTER;NY;14612;5856133232
IRONDEQUOIT STATION USPS;425 EAST RIDGE ROAD;ROCHESTER;NY;14621;5856133010
LEXINGTON STATION USPS;1280 LEXINGTON AVENUE;ROCHESTER;NY;14606;5856133220
MONROE COUNTY CLERKS OFFICE;39 W MAIN ST;ROCHESTER;NY;14614;5857531600
PANORAMA BRANCH USPS;1614 PENFIELD ROAD;ROCHESTER;NY;14625;5855869351
RIDGEMONT PLAZA BRANCH;2833 RIDGE ROAD WEST;ROCHESTER;NY;14626;5852258774
ROCHESTER CITY CLERK;30 CHURCH STREET;ROCHESTER;NY;14614;5854286617
ROCHESTER MAIN OFFICE WINDOW;1335 JEFFERSON ROAD;ROCHESTER;NY;14692;5852725953
ROCHESTER POST OFFICE LOEHMANNS PLAZA;1900 CLINTON AVENUE SOUTH;ROCHESTER;NY;14618;5854736186
TOWN OF IRONDEQUOIT;1280 TITUS AVE;ROCHESTER;NY;14617;5854678840
WESTGATE BRANCH USPS;1485 HOWARD ROAD;ROCHESTER;NY;14624;5856133216
