facilityName;streetAdress;city;state;zipCode;publicPhone
LANCASTER COUNTY PROTHONOTARYS OFFICE;50 N. DUKE ST;LANCASTER;PA;17608;7172998287
LANCASTER MAIN POST OFFICE;1400 HARRISBURG PIKE;LANCASTER;PA;17604;7173966925
LANCASTER PUBLIC LIBRARY;125 NORTH DUKE ST;LANCASTER;PA;17602;7173942651
MANHEIM TOWNSHIP PUBLIC LIBRARY;595 GRANITE RUN DRIVE;LANCASTER;PA;17601;7175606441
LANSDALE POST OFFICE;20 VINE ST;LANSDALE;PA;19446;2154124983
LANSDOWNE POST OFFICE;45 NORTH UNION AVENUE;LANSDOWNE;PA;19050;4844624304
SULLIVAN COUNTY PROTHONOTARYS OFFICE;245 MUNCY STREET;LAPORTE;PA;18626;5709467351
LATROBE POST OFFICE;811 JEFFERSON STREET;LATROBE;PA;15650;7245370892
LEBANON COUNTY PROTHONOTARYS OFFICE;400 S 8TH ST;LEBANON;PA;17042;7172284418
LEVITTOWN POST OFFICE;7200 NEW FALLS ROAD;LEVITTOWN;PA;19055;2159493132
UNION COUNTY PROTHONOTARYS OFFICE;103 S 2ND ST;LEWISBURG;PA;17837;5705248751
MIFFLIN COUNTY PROTHONOTARYS OFFICE;20 N WAYNE ST;LEWISTOWN;PA;17044;7172488146
LITITZ POST OFFICE;74 EAST MAIN STREET;LITITZ;PA;17543;7176262329
CLINTON COUNTY PROTHONOTARYS OFFICE;230 E WATER ST - COURTHOUSEROOM 103;LOCK HAVEN;PA;17745;5708934007
MACUNGIE POST OFFICE;51 WEST END TRAIL;MACUNGIE;PA;18062;6109663672
MANHEIM POST OFFICE;47 S. MAIN STREET;MANHEIM;PA;17545;7176652122
MARIENVILLE POST OFFICE;107 S. FOREST STREET;MARIENVILLE;PA;16239;8149276630
MARYSVILLE - RYE PUBLIC LIBRARY;198 OVERCREST ROAD;MARYSVILLE;PA;17053;7179572851
MC KEES ROCKS POST OFFICE;807 CHARTIERS AVE;MC KEES ROCKS;PA;15136;4123318172
FULTON COUNTY CLERK OF COURTS;201 N SECOND ST;MCCONNELLSBURG;PA;17233;7174854212
MC KEESPORT POST OFFICE;850 WALNUT ST;MCKEESPORT;PA;15134;4126726844
MCMURRAY POSTAL STORE;3935 WASHINGTON RD;MCMURRAY;PA;15317;7249423421
CRAWFORD COUNTY PROTHONOTARYS OFFICE;359 EAST CENTER ST;MEADVILLE;PA;16335;8143337324
MEADVILLE POST OFFICE;212 ARCH STREET;MEADVILLE;PA;16335;8147245990
DELAWARE COUNTY OFFICE OF JUDICIAL SUPPORT;201 W FRONT ST;MEDIA;PA;19063;6108914967
MERCER COUNTY PROTHONOTARYS OFFICE;105  COURTHOUSE;MERCER;PA;16137;7246623800
SNYDER COUNTY CLERK OF COURTS OFFICE;9 WEST MARKET ST;MIDDLEBURG;PA;17842;5708374202
JUNIATA COUNTY CLERK OF COURTS;BRIDGE AND MAIN STREETS;MIFFLINTOWN;PA;17059;7174367715
PIKE COUNTY PROTHONOTARYS OFFICE;412 BROAD ST - COURTHOUSE;MILFORD;PA;18337;5702967231
PIKE COUNTY PUBLIC LIBRARY - MILFORD BRANCH;119 EAST HARFORD STREET;MILFORD;PA;18337;5702968211
MILL HALL POST OFFICE;15 PENNSYLVANIA AVENUE;MILL HALL;PA;17751;5707264717
MILLERSVILLE POST OFFICE;431 N. GEORGE STREET;MILLERSVILLE;PA;17551;7178725011
MONROEVILLE POST OFFICE;2630 MONROEVILLE BLVD;MONROEVILLE;PA;15146;4123736623
MONTGOMERYVILLE POST OFFICE;411 DOYLESTOWN ROAD;MONTGOMERYVILLE;PA;18936;2158550166
SUSQUEHANNA COUNTY PROTHONOTARYS OFFICE;31 LAKE AVE;MONTROSE;PA;18801;5702784600
MORRISVILLE POST OFFICE;950 W TRENTON AVE;MORRISVILLE;PA;19067;2157360822
MILANOF - SCHOCK LIBRARY;1184 ANDERSON FERRY ROAD;MOUNT JOY;PA;17552;7176531510
MOUNT UNION POST OFFICE;35 WEST MARKET STREET;MOUNT UNION;PA;17066;8145422566
MURRYSVILLE MAIN POST OFFICE;ONE PRIORITY LANE;MURRYSVILLE;PA;15668;7243871772
NANTICOKE POST OFFICE;70 NORTH MARKET STREET;NANTICOKE;PA;18634;5707356540
NARBERTH POST OFFICE;144 NORTH NARBERTH AVENUE;NARBERTH;PA;19072;6106170375
NATRONA HEIGHTS POST OFFICE;1715 UNION AVE;NATRONA HEIGHTS;PA;15065;7242243809
NAZARETH POST OFFICE;9 N. MAIN STREET;NAZARETH;PA;18064;6107593075
NEW BERLIN POST OFFICE;220 VINE STREET;NEW BERLIN;PA;17855;5709662139
RED BANK VALLEY PUBLIC LIBRARY;720 BROAD ST;NEW BETHLEHEM;PA;16242;8142752870
PERRY COUNTY CLERK OF COURTS;2 E MAIN ST CENTRE SQUARE;NEW BLOOMFIELD;PA;17068;7175822131
LAWRENCE COUNTY GOVT CENTER;430 COURT ST;NEW CASTLE;PA;16101;7246562126
NEW CASTLE POST OFFICE GENERAL MAIL FACILITY;435 SOUTH CASCADE STREET;NEW CASTLE;PA;16108;7246567221
NEW KENSINGTON MAIN POST OFFICE;501 11TH STREET;NEW KENSINGTON;PA;15068;7243358174
NEW WILMINGTON PA POST OFFICE;143 W. NESHANNOCK AVE;NEW WILMINGTON;PA;16142;7249462581
NEWVILLE POST OFFICE;57 WEST STREET;NEWVILLE;PA;17241;7177765211
MONTGOMERY COUNTY PROTHONOTARYS OFFICE;MONTGOMERY COUNTY COURTHOUSE;NORRISTOWN;PA;19401;6102783783
NORTH EAST PO;38 S LAKE STREET;NORTH EAST;PA;16428;8147254009
OIL CITY POST OFFICE;302 E  2ND STREET;OIL CITY;PA;16301;8146771266
OXFORD POST OFFICE;215 EAST LOCUST STREET;OXFORD;PA;19363;6109989013
PAOLI POST OFFICE;43 PAOLI PLAZA;PAOLI;PA;19301;6102960648
PARKESBURG POST OFFICE;167 BRANDT STREET;PARKESBURG;PA;19365;6108572973
PATTON POST OFFICE;434 MAGEE AVENUE;PATTON;PA;16668;8146748010
CHESTNUT STREET MAIN PO AT 30TH STREET;3000 CHESTNUT STREET;PHILADELPHIA;PA;19104;2158958827
FOX CHASE POST OFFICE;7232 RISING SUN AVE;PHILADELPHIA;PA;19111;2157428074
MANAYUNK POST OFFICE;4431 MAIN ST;PHILADELPHIA;PA;19127;2154820913
MARKET SQUARE POST OFFICE;7782 CRITTENDEN STREET;PHILADELPHIA;PA;19118;2673233665
NORTHEAST REGIONAL LIBRARY;2228 COTTMAN AVENUE;PHILADELPHIA;PA;19149;2157251740
PASCHALL STATION POST OFFICE;7300 LINDBERGH BLVD;PHILADELPHIA;PA;19153;2153657034
PENNS LANDING POST OFFICE;622 S 4TH STREET;PHILADELPHIA;PA;19147;2159238395
PHILADELPHIA OFFICE OF JUDICIAL RECORDS;CITY HALL, ROOM 284;PHILADELPHIA;PA;19107;2156866664
SNYDER PLAZA RETAIL STORE;58 SNYDER AVE;PHILADELPHIA;PA;19148;2153362860
TORRESDALE STATION POST OFFICE;10380 DRUMMOND RD;PHILADELPHIA;PA;19154;2156323774
WILLIAM PENN RETAIL POST OFFICE;720 ARCH STREET;PHILADELPHIA;PA;19105;2159252131
PHILIPSBURG POST OFFICE;222 E. LAUREL ST.;PHILIPSBURG;PA;16866;8143423201
PHOENIXVILLE PUBLIC LIBRARY;183 SECOND AVENUE;PHOENIXVILLE;PA;19460;6109333013
PIPERSVILLE POST OFFICE;6907 EASTON ROAD;PIPERSVILLE;PA;18947;2157660900
ALLEGHENY COUNTY DEPT OF COURT RECORDS;CITY COUNTY BUILDING;PITTSBURGH;PA;15219;4123506071
BLAWNOX POST OFFICE;1310 OLD FREEPORT ROAD;PITTSBURGH;PA;15238;4129631330
CASTLE SHANNON - MT LEBANON POST OFFICE;370 CASTLE SHANNON BLVD;PITTSBURGH;PA;15234;4125612238
GREENTREE BRANCH POST OFFICE;770 TRUMBULL DR.;PITTSBURGH;PA;15242;4122761698
LIBERTY CENTER STATION;1001 LIBERTY AVE;PITTSBURGH;PA;15222;4122321929
MCKNIGHT BRANCH POST OFFICE;4981 MCKNIGHT RD.;PITTSBURGH;PA;15237;4123647903
PENN HILLS BRANCH POST OFFICE;11650 PENN HILLS DRIVE;PITTSBURGH;PA;15235;4127315987
PLEASANT HILLS- WEST MIFFLIN - POST OFFICE;500 REGIS AVE;PITTSBURGH;PA;15236;4126553836
PORT MATILDA POST OFFICE;109 N HIGH STREET;PORT MATILDA;PA;16870;8146928100
POTTSTOWN REGIONAL PUBLIC LIBRARY;500 E HIGH ST;POTTSTOWN;PA;19464;6109706551
POTTSVILLE POST OFFICE;450 N CENTRE ST;POTTSVILLE;PA;17901;5706226744
SCHUYLKILL COUNTY PROTHONOTARYS OFFICE;401 N SECOND ST;POTTSVILLE;PA;17901;5706281270
PROSPECT POST OFFICE;106 S. FRANKLIN STREET;PROSPECT;PA;16052;7248652000
PUNXSUTAWNEY MAIN POST OFFICE;553 E MAHONING ST;PUNXSUTAWNEY;PA;15767;8149386120
QUAKERTOWN GOVERNMENT SERVICES CENTER;261 CALIFORNIA ROAD;QUAKERTOWN;PA;18951;2155297250
QUAKERTOWN POST OFFICE;165 CALIFORNIA RD;QUAKERTOWN;PA;18951;2155366817
QUARRYVILLE POST OFFICE;220 WEST STATE STREET;QUARRYVILLE;PA;17566;7177862420
QUARRYVILLE PUBLIC LIBRARY;357 BUCK ROAD;QUARRYVILLE;PA;17566;7177861336
BERKS COUNTY PROTHONOTARYS OFFICE;633 COURT STREET;READING;PA;19601;6104786970
GUS YATRON POST OFFICE;2100 N 13TH ST;READING;PA;19612;6109217068
RED LION POST OFFICE;500 N MAIN STREET;RED LION;PA;17356;7172442525
RENOVO POST OFFICE;365 HURON AVENUE;RENOVO;PA;17764;5709231410
REYNOLDSVILLE POST OFFICE;350 E. MAIN STREET;REYNOLDSVILLE;PA;15851;8146538352
RIDGWAY MAIN POST OFFICE;18 SOUTH MILL ST;RIDGWAY;PA;15853;8147734191
RIDLEY PARK POST OFFICE;15 E. FELTON STREET;RIDLEY PARK;PA;19078;6105216107
RIMERSBURG POST OFFICE;689 MAIN ST;RIMERSBURG;PA;16248;8144733115
ROARING SPRING POST OFFICE;427 E. MAIN STREET;ROARING SPRING;PA;16673;8142242013
SAXONBURG POST OFFICE;120 PITTSBURGH ST;SAXONBURG;PA;16056;7243521777
SCRANTON DOWNTOWN STATION;235 N WASHINGTON AVENUE;SCRANTON;PA;18503;5703481024
SCRANTON MAIN POST OFFICE;2800 STAFFORD AVE;SCRANTON;PA;18505;5709695101
SEWICKLEY POST OFFICE;521 THORN STREET;SEWICKLEY;PA;15143;4127411925
SHAMOKIN POST OFFICE;201 E. INDEPENDENCE STREET;SHAMOKIN;PA;17872;5706484686
SHARPSVILLE POST OFFICE;108 E  SHENANGO STREET;SHARPSVILLE;PA;16150;7249627877
SHIPPENSBURG POST OFFICE;46 WEST KING STREET;SHIPPENSBURG;PA;17257;7175322314
SHREWSBURY POST OFFICE;50 CONSTITUTION AVE;SHREWSBURY;PA;17361;7172353012
SINKING SPRING PUBLIC LIBRARY;3940 PENN AVE;SINKING SPRING;PA;19608;6106784311
SLATINGTON POST OFFICE;605 MAIN STREET;SLATINGTON;PA;18080;6107672182
SLIPPERY ROCK POST OFFICE;400 S. MAIN STREET;SLIPPERY ROCK;PA;16057;7247948760
MCKEAN COUNTY RECORDER OF DEEDS;500 WEST MAIN STREET;SMETHPORT;PA;16749;8148873250
SOMERSET COUNTY PROTHONOTARYS OFFICE;111 E UNION STREETSUITE 165;SOMERSET;PA;15501;8144451428
SOMERSET POST OFFICE;201 N CENTER AVE;SOMERSET;PA;15501;8144455600
SOUTHAMPTON POST OFFICE;1050 STREET RD;SOUTHAMPTON;PA;18966;2153576457
SOUTHEASTERN PROCESSING AND DISTRIBUTION CENTER;1000 W VALLEY RD;SOUTHEASTERN;PA;19399;6109646448
STATE COLLEGE MAIN POST OFFICE;237 S FRASER ST.;STATE COLLEGE;PA;16801;8142382437
MONROE COUNTY PROTHONOTARYS OFFICE;610 MONROE ST.;STROUDSBURG;PA;18360;5705173370
SUNBURY POST OFFICE;135 NORTH 3RD ST;SUNBURY;PA;17801;5702867176
SUSQUEHANNA POST OFFICE;1186 MAIN STREET;SUSQUEHANNA;PA;18847;5708533168
FOREST COUNTY CLERK OF COURTS;526 ELM ST  #2;TIONESTA;PA;16353;8147553526
TITUSVILLE POST OFFICE;135 W. SPRING STREET;TITUSVILLE;PA;16354;8148276114
TOWANDA POST OFFICE;700 MAIN ST;TOWANDA;PA;18848;5702655922
TROY POST OFFICE;416 CANTON STREET;TROY;PA;16947;5702973345
WYOMING COUNTY CLERK OF COURTS;1 COURTHOUSE SQUARE;TUNKHANNOCK;PA;18657;5709962232
TYRONE POST OFFICE;1071 PENNSYLVANIA AVE;TYRONE;PA;16686;8146840330
FAYETTE COUNTY PROTHONOTARYS OFFICE;61 E MAIN ST;UNIONTOWN;PA;15401;7244301272
UNIONTOWN POST OFFICE;47 E FAYETTE ST;UNIONTOWN;PA;15401;7244387253
PENN STATE UNIVERSITY;101 HOSTETTER BUILDING;UNIVERSITY PARK;PA;16802;8148657544
UPPER DARBY POST OFFICE;201 BYWOOD AVE;UPPER DARBY;PA;19082;6103525490
VERONA POST OFFICE;620 ALLEGHENY RIVER BLVD;VERONA;PA;15147;4128284709
WARREN COUNTY PROTHONOTARYS OFFICE;204 4TH AVE.;WARREN;PA;16365;8147283440
WARREN MAIN POST OFFICE;210 W 3RD AVE;WARREN;PA;16365;8147231660
